Term,ICD_clean
398665005: Vasovagal syncope,R55
418648005: Blackout,R55
7963: Exercise induced syncope,R55
720975008: Brief resolved unexplained event,R55
230456007: Status epilepticus,R56.0
247985007: Inappropriate laughter,R56.0
41497008: Febrile convulsion,R56.0
"434101000124100: Simple febrile seizure, non-refractory",R56.00
460681000124100: Acute repetitive seizure,R56.01
429428003: Chronic hypercapnia,R56.8
313287004: Seizure related finding,R56.9
8022: Seizure,R56.9
15625571000119102: Nonspecific paroxysmal spell,R56.9
3452: Cardiogenic shock,R57.0
3933: Preoperative shock,R57.0
39419009: Hypovolemic shock,R57.1
213256002: Postoperative septic shock,R57.2
76571007: Septic shock,R57.2
276227005: Refractory shock,R57.81
27942005: Shock,R57.9
3403: Shock (peripheral collapse),R57.9
131148009: Bleeding,R58
4755: Bleeding,R58
30746006: Lymphadenopathy,R59
102576009: Edema of foot,R60.0
297144002: Swollen feet,R60.0
"271808008: Edema, generalized",R60.1
275319005: Swollen legs,R60.1
4046: Anasarca (hydrops),R60.1
102573001: Edema of thigh,R60.9
248477007: Swelling or edema,R60.9
26237000: Ankle edema,R60.9
267038008: Edema,R60.9
277890004: Toe swelling,R60.9
297142003: Foot swelling,R60.9
3420: Peripheral edema,R60.9
405006006: Hydration status,R60.9
4063: Edema,R60.9
423666004: Edema,R60.9
65124004: Swelling,R60.9
198436008: Menopausal flushing,R61
39659002: Anhidrosis,R61
42984000: Night sweats,R61
52613005: Excessive sweating,R61
69215007: Intolerant of heat,R61
274625009: Delayed milestone,R62.0
430099007: Gross motor development delay,R62.50
609225004: Developmental regression,R62.50
703477003: Developmental delay in fine motor function,R62.50
102494001: Decreased body growth,R62.51
351000119100: Childhood failure to gain weight,R62.51
36440009: Failure to gain weight,R62.51
432788009: Pediatric failure to thrive,R62.51
433476000: Failure to thrive in infant,R62.51
440301000124106: Below expected growth rate,R62.51
54840006: Failure to thrive,R62.51
762491008: Underweight in childhood,R62.51
444000005: Short stature for age,R62.52
444896005: Growth retardation,R62.59
238149007: Systemic inflammatory response syndrome,R62.82
168175004: Sweat test abnormal,R62.89
440321000124101: Inadequate oral intake,R63.0
442076002: Early satiety,R63.0
79890006: Loss of appetite,R63.0
105481005: Refusing food,R63.0
700243007: Inadequate oral fluid intake for physiological needs,R63.1
161844003: Reduced fluid intake,R63.1
11717701000119108: Slow weight gain,R63.3
129903002: Ineffective infant feeding pattern,R63.3
161840007: Feeding problem due to illness,R63.3
228155006: Feeding disability,R63.3
289004002: Difficulty feeding self,R63.3
4485: Feeding difficulty,R63.3
58849003: Aspiration of food,R63.3
102609007: Feeding problem in child,R63.3
274540003: Feeding difficulties and mismanagement,R63.3
289158008: Finding of feeding pattern,R63.3
299698007: Feeding poor,R63.3
78164000: Feeding problem,R63.3
161832001: Weight decreasing,R63.4
17173007: Excessive thirst,R63.4
267024001: Abnormal weight loss,R63.4
365921005: Weight change finding,R63.4
422868009: Unexplained weight loss,R63.4
426977000: Recent weight loss,R63.4
699205002: Involuntary weight loss,R63.4
89362005: Weight loss,R63.4
309257005: Excessive weight loss,R63.4
161833006: Abnormal weight gain,R63.5
8943002: Weight gain,R63.5
249481003: Insufficient fluid intake - finding,R63.6
699653008: Inadequate oral food intake for physiological needs,R63.6
64379006: Decrease in appetite,R63.9
238108007: Cachexia,R64
4442: Cachexia (malnutrition),R64
57653000: Multiple organ failure,R65.1
3942: Preoperative septicemia,R65.10
3453: Septic shock,R65.20
447931005: Clinical sepsis,R65.20
8030: Multi-system organ failure (MSOF),R65.20
14500001000004103: At risk for sepsis,R65.20
"4088: Sepsis syndrome, culture negative",R65.21
162214009: Crying infant,R68
164301009: O/E - temperature low,R68.0
711433008: Apparent life-threatening event in infant,R68.1
30760008: Finger clubbing,R68.3
277841004: Sensory intolerance,R68.83
274667000: Jaw pain,R68.84
3401: Cyanotic spells,R68.89
440181000: Apparent life-threatening event,R68.89
390951007: Impaired fasting glycaemia,R73.01
9414007: Impaired glucose tolerance,R73.01
267044007: Impaired exercise tolerance,R73.09
160931000119108: Increased aspartate transaminase level,R74.0
166668008: AST/SGOT level abnormal,R74.0
432352001: Increased creatine kinase level,R74.0
75183008: Abnormal liver function,R74.0
409673008: ALT (SGPT) level raised,R74.0
166646003: Alanine aminotransferase (ALT) (serum glutamic-pyruvic transaminase) (SGPT) level abnormal,R74.8
365750008: Therapeutic drug level - finding,R76.11
450316000: Severe dehydration,R78.0
8300: Blood drug level out of therapeutic range,R78.0
4081: Bacteremia,R78.81
5758002: Bacteremia,R78.81
166717003: Serum creatinine raised,R79.0
274770006: Alkaline phosphatase raised,R79.0
365761000: Sodium level - finding,R79.0
365772005: Serum alkaline phosphatase level - finding,R79.0
386789004: Eosinophil count raised,R79.1
165346000: Laboratory test result abnormal,R79.89
447755005: Finding of oxygen saturation,R79.89
166318006: Blood chemistry abnormal,R79.9
8319: Azotemia,R79.9
45154002: Glycosuria,R81
274783007: Ketonuria,R82.4
278017001: Malodorous urine,R82.81
39575007: Urine looks dark,R82.81
4800001: Pyuria,R82.89
46784006: Crystalluria,R82.991
168734001: Standard chest X-ray abnormal,R91.1
445249002: Multiple nodules of lung,R91.1
274533004: Abnormal findings on diagnostic imaging of lung,R91.8
168501001: Radiology result abnormal,R93.2
7026: Technically inadequate study,R93.5
169083003: MRI scan abnormal,R93.8
169255008: Ultrasound scan abnormal,R93.9
164898000: EKG: heart block,R94.0
164717000: EEG normal,R94.01
18259008: EEG abnormality without seizure,R94.1
292003: EEG finding,R94.121
7953: Excessive exercise heart rate response,R94.31
102594003: Electrocardiogram abnormal,R94.39
166603001: Liver function tests abnormal,R94.5
165019004: Lung function testing abnormal,R94.8
274713001: Pulmonary function studies abnormal,R94.8
7956: Exercise abnormality,R94.8
417163006: Traumatic AND/OR non-traumatic injury,S00
125667009: Contusion,S00.0
19491003: Injury of nose,S00.2
2999009: Injury of ear,S00.5
262758007: Injury of external auditory canal,S00.6
418748001: On examination - ecchymosis,S00.9
19130008: Traumatic abnormality,S00-T88
428088000: Laceration of head,S01
125643001: Open wound,S01.0
283359004: Laceration of forehead,S01.00
370247008: Facial laceration,S01.1
110074000: Complex laceration of nose,S01.11
65759007: Injury of mouth,S01.8
262562003: Deep laceration,S01.82
134291007: Multiple fractures,S02
397869004: Dental trauma,S02
448331000124101: Nondisplaced fracture of frontal bone of skull,S02
83969004: Fracture of temporal bone,S02.1
21763005: Injury of teeth,S02.5
36202009: Fracture of tooth,S02.5
282756002: Jaw injury,S02.6
85848002: Corneal abrasion,S05.01
262952002: Traumatic subdural hematoma,S06
40425004: Postconcussion syndrome,S06
451000119106: Closed injury of head,S06
62564004: Concussion with loss of consciousness,S06
110030002: Concussion injury of brain,S06.0
4361: Traumatic brain injury,S06.0
447396006: Concussion injury of cerebrum,S06.0
699694000: Chronic post-concussion headache,S06.0
62106007: Concussion with no loss of consciousness,S06.0X0A
209830004: Concussion with more than 24 hours loss of consciousness without return to pre-existing conscious level,S06.2X9A
8738: Subdural hemorrhage,S06.5
95453001: Subdural hematoma,S06.5
127295002: Traumatic brain injury,S06.9
82271004: Injury of head,S06.9
209134006: Closed subluxation cervical spine,S13.0
262522002: Injury of cervical spine,S13.1
90584004: Spinal cord injury,S14.0
262696004: Contusion of spinal cord,S14.1
391094005: H/O: vertebral fracture,S22.0
42942008: Compression fracture of vertebral column,S22.0
698077007: Compression fracture of thoracic spine,S22.0
15724005: Fracture of vertebral column without spinal cord injury,S22.00
33737001: Fracture of rib,S22.4
78516000: Fracture of sternum,S22.40
312838000: Spinal dislocation with thoracic cord lesion,S23.1
703861005: Spinal epidural hematoma,S24.0
721428008: Injury of thoracic spinal cord,S24.0
425359009: Blunt injury,S30.0
274165007: Laceration of skin,S31.101
125605004: Fracture of bone,S32.9
307579008: Traumatic scrotal hematoma,S37
22724000: Injury of urethra,S37.0
48532005: Muscle strain,S39.012
10819861000119103: Open fracture of shaft of left clavicle,S42
10928681000119103: Closed fracture of lateral condyle of distal left humerus,S42
10928921000119106: Closed supracondylar fracture of left humerus,S42
23630001000004100: Supracondylar fracture of right humerus,S42
263193000: Supracondylar fracture of humerus,S42
58580000: Closed supracondylar fracture of humerus,S42
33173003: Closed fracture of clavicle,S42.0
58150001: Fracture of clavicle,S42.0
10929241000119101: Closed fracture of left humerus,S42.302A
417076003: Dislocation of shoulder joint,S43.001
275334004: Shoulder strain,S43.409
125594001: Injury of shoulder region,S49.90
10925961000119107: Closed fracture of olecranon process of left ulna,S52
10937081000119108: Closed fracture of right forearm,S52
12960001000004104: Fracture of left radius,S52
17222009: Closed fracture of distal end of radius,S52
263208005: Fracture of distal end of radius and ulna,S52
53792000: Closed fracture of shaft of ulna,S52
54819005: Closed fracture of shaft of radius and ulna,S52
75857000: Fracture of radius AND ulna,S52.0
208514006: Fractures involving multiple regions of both upper limbs,S52.2
309464009: Elbow fracture,S52.2
10938001000119101: Closed fracture of left elbow,S52.211
263199001: Fracture of distal end of radius,S52.50
425852005: Fracture malunion,S52.50
54556006: Fracture of ulna,S52.90
11780561000119100: Injury of right upper arm,S53.01
282762007: Fingernail injury,S60.1
299991003: Infection of finger,S60.80
297132000: Fracture distal phalanx of thumb,S62
297130008: Fracture of proximal phalanx of finger,S62.001
274160002: Fracture of phalanx of thumb,S62.12
208393000: Fracture of metacarpal bone,S62.30
405817008: Fracture of phalanx of hand,S62.6
18171007: Fracture of phalanx of finger,S62.601
10933681000119109: Closed fracture of shaft of left femur,S72
11314481000119102: Stress fracture of shaft of left femur,S72
4166: Bone fracture,S72
391095006: H/O: fracture,S72
263225007: Fracture of proximal end of femur,S72.0
5913000: Fracture of neck of femur,S72.0
71620000: Fracture of femur,S72.0
25415003: Closed fracture of femur,S72.00
302941001: Nonunion of fracture,S72.001
66926007: Closed fracture of femoral condyle of femur,S72.11
391092009: H/O: fragility fracture,S72.81
125621009: Dislocation of hip,S73.0
125621009: Traumatic dislocation of hip joint,S73.0
157265008: Dislocation of hip joint,S73.0
208892001: Closed traumatic dislocation of hip,S73.00
63975004: Closed posterior dislocation of hip,S73.03
282026002: Soft tissue injury,S80.9
283382002: Laceration of groin,S81
10877391000119101: Open wound of right lower leg,S81.811
446869009: Superficial laceration of knee,S81.842
312609001: Puncture wound - injury,S81.89
46866001: Fracture of lower limb,S82
428798001: Closed fracture of tibial plateau,S82.10
31978002: Fracture of tibia,S82.100
447395005: Closed fracture of fibula,S82.401
16114001: Fracture of ankle,S82.5
10924681000119109: Closed fracture of tuberosity of right tibia,S82.6
11859701000119107: Acute tear of medial meniscus of left knee,S83
11827741000119104: Closed right patella dislocation,S83.1
208929003: Closed traumatic dislocation of patellofemoral joint,S83.2
127292004: Sprain of anterior cruciate ligament of knee,S83.5
105606008: Injury of musculoskeletal system,S89
447404002: Superficial foreign body,S90.6
125604000: Injury of foot,S90.9
10958561000119105: Open wound of right foot,S91.301
10930201000119109: Closed fracture of metaphysis of fifth metatarsal bone of right foot,S92
698084004: Closed fracture of distal phalanx of great toe,S92
81576005: Closed fracture of phalanx of foot,S92
263251009: Metatarsal bone fracture,S92.201
"209357009: Closed fracture dislocation, tarsometatarsal joint",S92.3
281536003: Fracture of cuneiform,S92.309A
263252002: Fracture of base of fifth metatarsal,S92.71
11833591000119105: Sprain of right ankle,S93
11833631000119105: Sprain of left ankle,S93
44465007: Sprain of ankle,S93.4
284002000: Injury of dental structures,T04.2
417237009: Blister,T14.0
400012003: Abrasion and/or friction burn of skin,T14.8
417746004: Traumatic injury,T14.9
"4999: Wound, injury, or trauma",T14.90
707302008: Self inflicted injury of lip,T15
10847621000119105: Foreign body in right ear,T16
75441006: Foreign body in ear,T16
304234001: Needle stick injury with contaminated needle,T16.0XXA
125670008: Foreign body,T17
"134183007: Foreign body in trachea, bronchus and lung",T17.3
142661000119102: Retained foreign body,T17.9
249489001: Choking,T17.9
111984006: Ingestion,T18.3
699376002: Lip swelling,T19.8
23509002: Caustic esophageal injury,T27.0
8026: Skin burn,T30
403188005: Cold burn,T30.0
125666000: Burn,T31.0
32941000119104: Ingestion of toxic substance,T36
10553007: Poisoning by vitamin D,T38
84584008: Steroid withdrawal syndrome,T38
290134002: Accidental acetaminophen poisoning,T39
292042007: Adverse reaction to acetaminophen,T39
295250003: Ibuprofen overdose,T39
6102009: Baclofen,T39.3
290545007: Cocaine poisoning of undetermined intent,T40
276853009: Self inflicted injury,T43
295921000: Intentional sertraline overdose,T43
248061004: Self-harm,T45
404909007: Injection of botulinum toxin,T48.8
3698: Drug toxicity,T50
3734: Drug overdose,T50
407152001: Increased blood lead level,T56
262550002: Infected insect bite,T63
95898004: Tick bite,T63
276433004: Insect bite - wound,T63.4
283344005: Mosquito bite,T63.4
248073004: Cutting self,T65.81
24803000: Radiation injury,T66
3428: Hypothermia,T68.0
386689009: Hypothermia,T68.0
123461000119109: Hypothermia not associated with low environmental temperature,T68.0
4912: Exposure to high altitude,T69.091
158094009: Non-accidental injury to child,T74
397940009: Victim of child abuse,T74
700255001: Suspected non-accidental injury to child,T74
700506009: Non-accidental traumatic head injury to child,T74
43954004: Head-banging,T74.2
212962007: Drowning and non-fatal immersion,T75
87970004: Nonfatal submersion,T75.1
91012008: Repeated concussion,T75.2
241933001: Peanut-induced anaphylaxis,T78
416093006: Allergic reaction to drug,T78
419076005: Allergic reaction,T78
441495001: Anaphylaxis due to tree nut,T78
39579001: Anaphylaxis,T78.0
402390008: Anaphylaxis due to ingested food,T78.0
419452009: Allergic reaction to food,T78.0
91937001: Allergy to seafood,T78.0
91941002: Food anaphylaxis,T78.0
714035009: Allergy to soy,T78.0
294505008: Amoxicillin allergy,T78.0
300916003: Latex allergy,T78.01
1003755004: Allergy to Hevea brasiliensis latex protein,T78.01
91935009: Allergy to peanuts,T78.05
370540009: Adverse reaction to food,T78.1
402384009: Allergic urticaria due to ingested food,T78.1
91934008: Allergy to nuts,T78.1
48821000119104: Allergy to tree nut,T78.1
241954008: Idiopathic anaphylaxis,T78.2
417516000: Anaphylaxis due to substance,T78.2
419271008: Allergy to dog dander,T78.2
151201000119107: Allergy to insect venom,T78.3
41291007: Angioedema,T78.3
232347008: Dander (animal) allergy,T78.4
416098002: Drug allergy,T78.4
232347008: Allergy to animal dander,T78.4
232350006: House dust mite allergy,T78.4
414285001: Food allergy,T78.4
426232007: Environmental allergy,T78.41
89322006: Urticaria medicamentosa,T78.5
416462003: Wound,T79
31825002: Abnormal granulation tissue,T79.8
3562: Intravenous access problem,T80
4748: Blood stream infection related to intravenous line,T80
736152001: CLABSI - central line associated bloodstream infection,T80
82545002: Blood transfusion reaction,T80
473047000: Infection associated with device,T80.2
473441009: Central venous catheter associated bloodstream infection,T80.2
36617002: Immediate hemolytic transfusion reaction,T80.3
308155002: MRSA infection of postoperative wound,T81
417713005: Abnormality of surgical wound,T81
6951: Delayed closure of wound (skin and subcutaneous tissue),T81
781184005: Delayed healing of surgical wound,T81
8090: Wound problem,T81
8093: Wound dehiscence,T81
8095: Sternal dehiscence,T81
0013: Surgical death in hospital,T81.0
8072: Postoperative bleeding,T81.2
225553008: Wound dehiscence,T81.30
22247000: Dehiscence of surgical wound,T81.31
3547: Cannulation site injury or problem,T81.38
237339000: Infection - perineal wound,T81.4
239159001: Wound seroma,T81.4
444109008: Infection of wound hematoma,T81.4
4749: Blood stream infection,T81.4
609339001: Superficial incisional surgical site infection,T81.4
609340004: Deep incisional surgical site infection,T81.4
76844004: Local infection of wound,T81.4
8065: Postoperative mediastinitis,T81.4
8067: Postoperative septicemia.,T81.4
8089: Wound hematoma,T81.4
8091: Wound infection-deep wound infection,T81.4
8092: Wound infection-superficial wound infection,T81.4
433202001: Surgical site infection,T81.4
239169007: Delayed healing of surgical wound,T81.9
429494008: Postoperative seroma,T81.9
385486001: Postoperative complication,T81.9
"0014: Surgical death, late (>30 days)",T82
